Timestamp,How old are you?,What best describes your job?,What is your primary (used most) programming language?,What other languages are you proficient in?,Which is your favorite language ?,Do you intend to learn any of the following languages within the next 12 months?,What is your primary (most used) Operating System?,What other Operating Systems do you use?,What Operating Systems do you use the terminal on? ,How many years experience do you have with the terminal?,What do you use the terminal for?,What percentage of a typical workday do you spend actively working in the terminal?,What percentage of a typical workday do you have a terminal *open*?,What percentage of a typical workday do you spend actively working in a web browser?,What percentage of a typical workday do you spend with a web browser open?,Do you use the terminal outside of paid work?,How do you feel about color in the terminal in general?,Have you customized your terminal's color theme?,How would you describe your color theme?,Is your terminal background transparent (desktop shows through) in any way?,Have you customized your terminal prompt?,Which terminal emulator(s) do you use?,How comfortable are you using a CLI (Command Line Interface)?,How comfortable are you using a TUI (Text User Interface)? i.e. a terminal based application that occupies the full extents of the window with functionality beyond the prompt.,Have you ever installed software in the terminal?,Have you ever written a CLI app?,Do you anticipate needing to write a CLI app in the next 12 months?,Have you ever written a TUI app?,Do you anticipate writing a TUI in the next 12 months?,How do you feel about TUI apps?,Have you used a TUI version of any of the following?,"If a fully featured TUI version of these existed, would you consider using it over a desktop or web application?",Have you experienced any problems using the terminal?,
29/03/2022 19:30,40,System administrator,Perl,"Perl, PHP",Perl,"Python, Rust",Windows,"Linux, MacOS","Linux, MacOS, Windows",20,"Editing code, Administering remote servers (ssh)",20,90,30,90,Yes,4,No,"Dark background, light text",No,No,"GNOME Terminal, Linux console, Terminal.app, Windows Console, Windows Terminal, xfce-terminal, xterm",4,4,Yes,No,No,No,No,4,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Configuration editor, Database administration, Database query interface, Email client, File manager, Games, Version control (e.g. git)","Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, Dashboards (data visualisation), Email client, File manager, File viewer (syntax highlighted code), Note keeping",,
29/03/2022 19:36,41,Data engineer,Python,"Javascript, Python, R",Python,,Linux,"MacOS, Windows","Linux, MacOS, Windows",30,"Editing code, Software development, Administering remote servers (ssh), Data processing, Automation",15,100,25,100,Yes,3,Yes,"Dark background, light text",No,Yes,Wezterm,5,3,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Code editor, Configuration editor, Database administration, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, ToDo List, Note keeping, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)",Copy and paste doesn't work as nicely as in web/gui,
29/03/2022 19:37,58,Network switch developer,C++,"C, C++, Javascript, Perl, Python, Erlang, OCaml, bash, elisp",Erlang,Rust,Linux,MacOS,"Linux, MacOS",37,"Editing code, Software development, Administering remote servers (ssh)",80,100,20,100,Yes,4,Yes,"Dark background, light text",Yes,Yes,"Linux console, iTerm2",5,4,Yes,Yes,No,Yes,No,4,"Activity monitor / task manager, Code editor, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Dashboards (data visualisation), Version control (e.g. git)",No,
29/03/2022 19:38,52,Systems Architect,Python,C,Python,Rust,Windows,"Linux, MacOS","Linux, MacOS, Windows",32,"Editing code, Software development, Administering remote servers (ssh), Data processing, Scripting",20,100,50,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Terminal.app, Windows Terminal",5,5,Yes,Yes,No,No,No,5,"Activity monitor / task manager, Calculator (basic /scientific), Code editor, Configuration editor, Database administration, Distraction free writing, Email client, File manager, Games, Note keeping, Version control (e.g. git)","Activity monitor / task manager, Calendar, Calculator (basic /scientific), Code editor, Configuration editor, Database administration, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Spreadsheet","Some features need the right fonts installed, which is something to remember. ",
29/03/2022 19:39,14,student / computer nerd since i don't use linux at school,Python,"C, does bash count",C,C,Linux,Windows,"Linux, Windows",2.5,"Editing code, Software development, Administering remote servers (ssh), Managing packages, files, playing music, normal people things",60,70,30,50,Yes,5,Yes,"Dark background, light text",Yes,Yes,"Alacritty, Linux console, Windows Console, Windows Terminal, uwuTerm (home-made terminal)",5,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Chat / Messaging, Code editor, Distraction free writing, Games","Bitorrent client, Code editor, Email client","when i ctrl+v i pastes weird characters i hate that
When i ctrl+shift+v it works fine though",
29/03/2022 19:43,28,Data scientist,Python,"C, C++, R",C++,Julia,Linux,Windows,"Linux, Windows",8,"Editing code, Software development, Administering remote servers (ssh), Data processing, Daily off-work operations (video processing, operations with files, system setup)",30,100,30,100,Yes,5,Yes,"Dark background, light text",Yes,No,"GNOME Terminal, Windows Terminal",5,3,Yes,Yes,No,No,No,3,"Activity monitor / task manager, Code editor, File manager","Activity monitor / task manager, Bitorrent client, Calendar, Calculator (basic /scientific), Data entry / forms, Distraction free writing, Email client, File manager, Games, ToDo List, Note keeping, Version control (e.g. git)","In multiple terminals I have experienced problems and unpredictable behaviour with line breaks and problems with long lines after terminal size change. In particular, it often breaks the TUI apps.",
29/03/2022 19:43,47,Web developer (full-stack),Ruby,Javascript,Ruby,Typescript,MacOS,Linux,"Linux, MacOS",32,"Software development, Administering remote servers (ssh), Data processing",20,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,2,Yes,Yes,Yes,No,No,2,"Activity monitor / task manager, Code editor, Email client, Version control (e.g. git)",,,
29/03/2022 19:48,41,Infosec ,C,"C, Go, Python, Rust",Go,,MacOS,Linux,"Linux, MacOS",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",95,100,5,100,Yes,3,Yes,"Dark background, light text",No,Yes,"Linux console, Terminal.app, xterm",5,5,Yes,Yes,Yes,Yes,Yes,4,"Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",Bidirectional text and complex text rendering is a problem,
29/03/2022 19:49,35,Bioinformatician,Python,,Python,Rust,Linux,"Linux, MacOS",Linux,8,"Editing code, Software development, Administering remote servers (ssh), Data processing",80,100,70,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,1,Yes,Yes,Yes,No,Yes,3,"Activity monitor / task manager, Code editor, Dashboards (data visualisation), Note keeping","Activity monitor / task manager, API development / testing, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, File viewer (syntax highlighted code), ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
29/03/2022 19:50,25,Hobbyist,Python,,Python,Rust,Windows,Linux,"Linux, MacOS, Windows",5,"Editing code, Administering remote servers (ssh)",10,75,10,75,Yes,5,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, Windows Terminal, xfce-terminal",4,5,Yes,Yes,Yes,No,Yes,5,"API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)",,,
29/03/2022 19:51,25,Data engineer,Python,C++,Python,,Linux,,Linux,5,"Editing code, Software development, Administering remote servers (ssh)",90,100,10,100,Yes,4,Yes,"Dark background, light text",Yes,Yes,Kitty,5,5,Yes,Yes,No,No,No,5,"Activity monitor / task manager, Code editor, Configuration editor, Database administration, Distraction free writing, File viewer (syntax highlighted code)","Dashboards (data visualisation), Jupyter editor, Jupyter viewer, Version control (e.g. git)","Switching from Gnomes term to kitty caused issues as it's less recognized and was in its earlier days. Occasionally terminal doesn't pick up on its resize and causes it to think it's line length is short than it is, causing an odd diagonal alignment of text.",
29/03/2022 19:53,36,Web developer (back-end),Python,"Javascript, Swift, Typescript",Rust,,MacOS,Linux,"Linux, MacOS",24,"Software development, Administering remote servers (ssh), Data processing",15,100,30,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Data entry / forms, Email client, File viewer (syntax highlighted code), Jupyter editor, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, File manager, File viewer (syntax highlighted code), Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
29/03/2022 19:54,39,Data scientist,R,"C, C++, Java, Javascript, Perl, Python",Python,,MacOS,Linux,"Linux, MacOS",30,"Editing code, Administering remote servers (ssh), Data processing",2,100,50,100,Yes,4,Yes,"Dark background, light text",No,Yes,iTerm2,5,5,Yes,Yes,No,No,No,5,"Activity monitor / task manager, Code editor, Version control (e.g. git)",,,
29/03/2022 19:55,61,Desktop application developer,Python,"C, Fortran",Python,"Javascript, Rust",Windows,"Linux, MacOS","Linux, MacOS, Windows",43,"Editing code, Software development, Data processing",75,100,10,100,Yes,4,No,"Dark background, light text",No,Yes,"GNOME Terminal, Terminal.app, Cygwin",5,3,Yes,Yes,Yes,No,Yes,5,"File viewer (syntax highlighted code), Version control (e.g. git)","Calendar, Calculator (basic /scientific), Chat / Messaging, Distraction free writing, Email client, File viewer (syntax highlighted code), ToDo List, Note keeping","Yes.  Cygwin has some minor bugs, compared to using a terminal on Linux or Mac.",
29/03/2022 20:01,34,Web developer (full-stack),PHP,"Javascript, Typescript",PHP,,Linux,"MacOS, Windows","Linux, MacOS",16,"Administering remote servers (ssh), Data processing",40,100,40,100,Yes,3,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, iTerm2",4,4,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Database administration, Database query interface, Note keeping",,"Ctrl + S, first time is strange ",
29/03/2022 20:02,26,Web developer (back-end),PHP,"C, Java, Ocaml, vala",Rust,"C#, Rust",Linux,Windows,"Linux, Windows",12,Software development,2,80,15,90,Yes,3,No,"Dark background, light text",No,No,"Windows Console, Pantheon terminal",4,2,Yes,Yes,No,No,No,3,"Activity monitor / task manager, Code editor, ToDo List",,,
29/03/2022 20:03,50,Web developer (back-end),Python,C,Python,"Go, Rust",Linux,MacOS,"Linux, MacOS",35,"Editing code, Software development, Administering remote servers (ssh), Data processing",90,100,10,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Alacritty, Kitty, Terminator",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Calculator (basic /scientific), Code editor, Configuration editor, Database administration, Distraction free writing, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
29/03/2022 20:04,43,Architect,Python,"C, Javascript, Python, Typescript",Python,,Linux,"Linux, MacOS","Linux, MacOS",30,"Editing code, Software development, Administering remote servers (ssh)",30,100,50,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Linux console, iTerm2, xterm",5,4,Yes,Yes,Yes,Yes,No,4,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Database administration, Email client, File manager, File viewer (syntax highlighted code), Version control (e.g. git)","Activity monitor / task manager, Bitorrent client, Chat / Messaging, Configuration editor, File manager, Version control (e.g. git)",,
29/03/2022 20:07,35,Web developer (full-stack),Python,"HTML, CSS",Python,"Javascript, Typescript",MacOS,None,MacOS,5,"Editing code, Software development, Administering remote servers (ssh)",40,100,100,100,Yes,5,Yes,Both,No,Yes,iTerm2,4,3,Yes,No,No,No,No,4,"Activity monitor / task manager, Bitorrent client, Code editor, Jupyter editor, Version control (e.g. git)",Version control (e.g. git),Yes,
29/03/2022 20:10,45,Bioinformatician ,Python,"Matlab, Perl, Python, R",Python,Javascript,Linux,"Linux, MacOS, Windows","Linux, MacOS",10,"Editing code, Software development, Administering remote servers (ssh), Data processing",20,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Linux console, xterm",5,4,Yes,Yes,Yes,No,No,4,"Code editor, Database administration, Jupyter editor, Jupyter viewer, Version control (e.g. git)",Distraction free writing,,
29/03/2022 20:14,44,DBA ,Java,"C, Java, Javascript, Perl, Python",Perl,Rust,,Windows,Linux,30,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,30,100,Yes,3,,"Dark background, light text",No,Yes,xterm,5,4,Yes,Yes,Yes,Yes,Yes,4,"Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, Email client, Games, ToDo List","Activity monitor / task manager, Calculator (basic /scientific), Chat / Messaging, Code editor, Database administration, Dashboards (data visualisation), Data entry / forms, Distraction free writing, Email client, Jupyter editor, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet",,
29/03/2022 20:14,33,Desktop application developer,C#,"C++, C#, Java, Javascript, Matlab, Python, PHP",Javascript,Rust,Windows,Linux,"Linux, Windows",25,"Software development, Data processing",25,100,33,100,Yes,4,No,"Dark background, light text",Yes,Yes,"Guake, Windows Terminal",5,3,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, File manager, Games",,,
29/03/2022 20:18,28,Web developer (full-stack),Rust,"Javascript, Python, Ruby, Clojure",Elixir,,Linux,MacOS,"Linux, MacOS",9,"Editing code, Software development, Administering remote servers (ssh), Data processing",5,60,30,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, iTerm2",5,5,Yes,Yes,Yes,Yes,Yes,5,"Configuration editor, Database query interface","Activity monitor / task manager, API development / testing, Bitorrent client, Configuration editor, Distraction free writing, File manager, ToDo List, Version control (e.g. git)",Only gripes I tend to have is a noticeable refresh rate lag on macOS versus my Linux machines.,
29/03/2022 20:20,38,Web developer (full-stack),Typescript,"C#, Javascript, Ruby, Typescript",Ruby,,MacOS,"Linux, Windows","Linux, MacOS, Windows",25,"Editing code, Software development, Administering remote servers (ssh), Data processing",5,100,80,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, Konsole, Terminal.app, Windows Console, xterm",4,4,Yes,Yes,No,No,No,3,"Code editor, Database query interface, Email client, Games",,,
29/03/2022 20:22,29,Desktop application developer,Python,"C, Java, Lisp, Erlang, Elixir",Elixir,,Linux,Windows,"Linux, Windows",15,"Editing code, Software development, Administering remote servers (ssh)",90,100,30,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Windows Terminal, Mobaxterm",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Code editor, File manager, File viewer (syntax highlighted code), Games","Activity monitor / task manager, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, File manager, File viewer (syntax highlighted code), Games",Some color schemes make text hard to see,
29/03/2022 20:22,23,DevOps,Javascript,Python,Javascript,"Java, PHP, Typescript",Windows,Linux,Linux,1,"Editing code, Administering remote servers (ssh)",60,100,40,80,Yes,3,No,"Dark background, light text",No,No,"Linux console, Windows Console, Windows Terminal",4,2,Yes,No,Yes,No,Yes,3,,"API development / testing, Code editor, Database query interface, Data entry / forms, Project management / Kanban, Spreadsheet, Version control (e.g. git)",Not exactly. ,
29/03/2022 20:22,36,Web developer (back-end),Python,Javascript,Python,,MacOS,"Linux, Windows","Linux, MacOS",20,"Editing code, Software development, Administering remote servers (ssh), Data processing",5,100,50,100,Yes,4,No,"Dark background, light text",Yes,Yes,iTerm2,5,3,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Code editor",Version control (e.g. git),Copy/pasting,
29/03/2022 20:26,34,Data scientist,Python,"C, Go, Java",Go,"Go, Rust",Windows,Linux,"Linux, Windows",20,"Editing code, Software development, Administering remote servers (ssh), Data processing",60,100,40,100,Yes,5,Yes,"Dark background, light text",No,No,"GNOME Terminal, Terminator, Mobaxterm",5,5,Yes,Yes,Yes,Yes,Yes,4,"Activity monitor / task manager, API development / testing, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Distraction free writing, File manager, File viewer (syntax highlighted code), Note keeping, Spreadsheet, Version control (e.g. git)","API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",No,
29/03/2022 20:26,43,Web developer (back-end),Typescript,"C, Java, Javascript, Python",C,,Linux,MacOS,"Linux, Windows",23,"Editing code, Software development, Administering remote servers (ssh)",30,90,45,95,Yes,5,Yes,"Dark background, light text",No,Yes,"Alacritty, Kitty",5,4,Yes,Yes,Yes,Yes,No,3,"Activity monitor / task manager, Code editor, Email client, Note keeping",,,
29/03/2022 20:30,50,System administrator,Python,"C, C++, Perl, Python, PHP",Python,Rust,Linux,"Linux, MacOS, Windows","Linux, MacOS, Windows",35,"Editing code, Software development, Administering remote servers (ssh), Data processing, Everything non graphical. Eg chat",80,100,10,100,Yes,5,No,"Dark background, light text",No,Yes,"GNOME Terminal, Linux console, iTerm2, Windows Console, xfce-terminal, xterm",5,4,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Version control (e.g. git)","Dashboards (data visualisation), Database query interface, Distraction free writing, File viewer (syntax highlighted code)",Inconsistent keyboard shortcuts across operating systems,
29/03/2022 20:30,37,Data scientist,Python,"C, R",Python,Rust,Linux,"Linux, MacOS, Windows","Linux, MacOS, Windows",20,"Editing code, Software development, Administering remote servers (ssh), Data processing",80,100,15,100,Yes,4,Yes,"Dark background, light text",No,Yes,"iTerm2, Terminator, Windows Terminal, xterm",5,1,Yes,Yes,Yes,No,No,1,"Activity monitor / task manager, Bitorrent client, Calendar, Chat / Messaging, Code editor, Dashboards (data visualisation), Data entry / forms, Email client, File manager, Version control (e.g. git)",,,
29/03/2022 20:31,32,Data engineer,Python,"C++, Javascript, Matlab, Python",Elm,,Windows,Linux,"Linux, Windows",16,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,99,30,99,Yes,5,Yes,"Dark background, light text",Yes,Yes,Windows Terminal,5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Code editor, Database administration, Version control (e.g. git)","Database query interface, Project management / Kanban",,
29/03/2022 20:38,53,Desktop application developer,Go,"C, C++, Go, Javascript, Perl",Go,"Ruby, Typescript",MacOS,"Linux, MacOS, Windows, Solaris, BSDs","Linux, MacOS, Windows, Solaris, BSDs",40,"Editing code, Software development, Administering remote servers (ssh), Data processing",30,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,5,Yes,Yes,Yes,Yes,No,3,"Activity monitor / task manager, API development / testing, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, Email client, File manager, Games, ToDo List, Note keeping","Email client, ToDo List, Note keeping, Version control (e.g. git)","Not really, since moving solely to iTerm",
29/03/2022 20:38,43,Web developer (back-end),Python,"C#, Go, Javascript, Typescript",C#,Rust,MacOS,"Linux, Windows","Linux, MacOS, Windows",15,"Software development, Administering remote servers (ssh)",20,100,30,100,Yes,5,Yes,"Dark background, light text",No,Yes,"iTerm2, Windows Terminal",5,4,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, API development / testing, Code editor, Database administration, ToDo List, Version control (e.g. git)","Activity monitor / task manager, API development / testing, File viewer (syntax highlighted code)",,
29/03/2022 20:39,32,Professor,Python,"Javascript, Julia, Python, PHP",Python,"R, Typescript",MacOS,"Linux, MacOS, Windows","Linux, MacOS, Windows",11,"Software development, Administering remote servers (ssh)",5,98,10,99,Yes,4,Yes,"Dark background, light text",Yes,Yes,"iTerm2, Windows Terminal",5,4,Yes,Yes,No,No,No,4,"Activity monitor / task manager, Code editor, File viewer (syntax highlighted code)","Activity monitor / task manager, Calculator (basic /scientific), Dashboards (data visualisation), Data entry / forms, Version control (e.g. git)",,
29/03/2022 20:39,28,Physicist / materials scientist,Python,"C++, Julia, Matlab",Python,,MacOS,Linux,"Linux, MacOS",10,"Editing code, Software development, Administering remote servers (ssh), Data processing",6.25,100,12.5,100,Yes,4,Yes,"Dark background, light text",No,Yes,"Konsole, iTerm2",5,3,Yes,Yes,Yes,No,No,3,"Chat / Messaging, Code editor, Database administration, Database query interface, Version control (e.g. git)",,"Teaching others (particularly scientific colleagues) to use the terminal is terrible. Even colleagues who have a lot of computational background (programming), but haven’t immersed themselves in the terminal. It feels like it’s gets worse with git becoming more widespread in science, there are people who have the skills and those who don’t and those who don’t (in my experience) find terminal work impenetrable. ",
29/03/2022 20:40,35,Web developer (full-stack),Typescript,"Javascript, Python, PHP, Typescript",Typescript,,MacOS,"Linux, MacOS, Windows","Linux, MacOS, Windows",21,"Editing code, Software development, Administering remote servers (ssh), Data processing",20,100,50,100,Yes,3,No,"Dark background, light text",Yes,No,"Linux console, iTerm2, Terminal.app, Windows Console, Windows Terminal",5,4,Yes,Yes,No,No,No,5,"Activity monitor / task manager, Bitorrent client, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Email client, File manager, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Version control (e.g. git)",No,
29/03/2022 20:41,39,Tech. Consultant,Python,"Javascript, Rust",Python,Typescript,WSL2,"Linux, Windows",WSL2 Ubuntu,8,"Software development, Administering remote servers (ssh)",5,30,100,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"Windows Terminal, Tilix",3,3,Yes,No,No,No,No,3,"Activity monitor / task manager, API development / testing, Database administration, Jupyter editor, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Database administration, Database query interface, Distraction free writing, Jupyter editor, Jupyter viewer, Note keeping, Version control (e.g. git)","path variables, user scopes, nano ",
29/03/2022 20:42,27,Web developer (back-end),Ruby,"Go, Python",Ruby,Rust,MacOS,Linux,"Linux, MacOS",12,"Editing code, Software development, Administering remote servers (ssh), Data processing",80,100,50,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Alacritty, iTerm2",5,5,Yes,Yes,Yes,No,No,,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, Database administration, Distraction free writing, File viewer (syntax highlighted code), Version control (e.g. git)",,,
29/03/2022 20:42,29,Desktop application developer,Python,,Python,,Windows,"Linux, MacOS, Windows","Linux, MacOS, Windows",9,"Editing code, Software development, Administering remote servers (ssh), Data processing",1,85,10,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"Terminal.app, Windows Terminal",5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Code editor, Configuration editor, File manager, File viewer (syntax highlighted code), Version control (e.g. git)","Activity monitor / task manager, API development / testing, Dashboards (data visualisation), Database query interface, Distraction free writing, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping",Consistent decoding of ANSI color codes; buffer/scroll rendering issues,
29/03/2022 20:43,50,Data scientist,R,"Python, TeX",Python,,OpenBSD,"Linux, MacOS, Windows","Linux, MacOS, OpenBSD",29,"Editing code, Software development, Administering remote servers (ssh), Data processing, Writing, illustrating",75,100,5,100,Yes,4,Yes,"Dark background, light text",No,Yes,"Terminal.app, xterm",4,3,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Calendar, Calculator (basic /scientific), Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
29/03/2022 20:48,47,DevOps,Python,PHP,Python,,Linux,MacOS,"Linux, MacOS",24,"Editing code, Software development, Administering remote servers (ssh), Data processing",20,100,50,100,Yes,3,No,"Dark background, light text",No,No,"Linux console, iTerm2",5,4,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, File manager, Games",,No,
29/03/2022 20:48,42,Web developer (back-end),Python,Javascript,Python,C,MacOS,,MacOS,3,Editing code,1,24,10,24,No,3,No,"Light backround, dark text",No,No,,4,1,Yes,No,No,No,No,3,,,,
29/03/2022 20:56,39,Scientist,Python,LISP,Python,,Linux,Windows,Linux,12,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,40,100,Yes,5,No,"Dark background, light text",No,Yes,xfce-terminal,5,5,Yes,No,No,Yes,Yes,5,"Database query interface, File manager, File viewer (syntax highlighted code), Jupyter viewer, Version control (e.g. git)","Activity monitor / task manager, Calendar, Chat / Messaging, Configuration editor, Database administration, Dashboards (data visualisation)",,
29/03/2022 20:59,30,,C,"C++, Matlab, Python",C,,Linux,,Linux,10,"Software development, Administering remote servers (ssh)",20,100,0,100,Yes,2,Yes,"Dark background, light text",No,No,"GNOME Terminal, Konsole, Linux console, Terminator",5,3,Yes,Yes,Yes,No,No,3,Bitorrent client,,,
29/03/2022 21:00,26,ASIC engineer,Verilog,"C, Python",Verilog ,Rust,Linux,"MacOS, Windows","Linux, MacOS",10,Software development,5,100,10,100,Yes,5,Yes,"Dark background, light text",No,Yes,GNOME Terminal,5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Code editor, Version control (e.g. git)",,"Multiple layers of string escaping, aaargh",
29/03/2022 21:00,40,Embedded firmware dev / hardware engineer,C,"C, C++, Python, Verilog / VHDL",Python,,Linux,,Linux,20,"Editing code, Software development, Administering remote servers (ssh), Data processing",95,100,5,100,Yes,5,No,"Dark background, light text",Yes,Yes,urxvt,5,5,Yes,Yes,Yes,Yes,No,4,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, Dashboards (data visualisation), Email client, File viewer (syntax highlighted code), Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",In 20 years ... yeah. Not so much recently though.,
